name,ALIGN,EYE,HAIR,SEX,Publisher
Madelyne Pryor (Clone) (Earth-616),Bad Characters,Green Eyes,Red Hair,Female Characters,Marvel
Mints (Earth-616),Good Characters,,,Female Characters,Marvel
Musidora (Earth-616),,,Brown Hair,Female Characters,Marvel
Nathaniel Essex (Rebellious Clone) (Earth-616),Neutral Characters,Red Eyes,Black Hair,Male Characters,Marvel
Oshemar (Earth-616),Neutral Characters,Blue Eyes,No Hair,Male Characters,Marvel
Phoenix (Hatchitech) (Earth-616),Bad Characters,Green Eyes,Red Hair,Female Characters,Marvel
Pit Bull (Earth-616),Bad Characters,Brown Eyes,Grey Hair,Male Characters,Marvel
Ripcorde (Hatchitech) (Earth-616),Bad Characters,,,Male Characters,Marvel
Rotary (Earth-616),Good Characters,,,Male Characters,Marvel
Striker (Hatchitech) (Earth-616),Bad Characters,,,Male Characters,Marvel
Susanna Dane (Earth-616),Neutral Characters,Green Eyes,Brown Hair,Female Characters,Marvel
Vile (Earth-616),Neutral Characters,,No Hair,Female Characters,Marvel
Vunderknight (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Wanxia (Earth-616),Good Characters,Brown Eyes,White Hair,Female Characters,Marvel
Wolverine (Hatchitech) (Earth-616),Bad Characters,,,Male Characters,Marvel
Zaoxing (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Andras Bertesy (Earth-616),Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Marvel
Andrew Jackson (President) (Earth-616),,,,Male Characters,Marvel
Anna Ryker (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
Anthony Miller (Earth-616),Good Characters,Black Eyes,,Male Characters,Marvel
Boxx (Earth-616),Good Characters,,,Male Characters,Marvel
Bryan Ryker (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Celestial Gardener (Earth-616),Neutral Characters,,No Hair,,Marvel
Chronodon (Legion Personality) (Earth-616),Neutral Characters,,No Hair,,Marvel
Colin Forty-Four (Earth-616),Bad Characters,Black Eyes,White Hair,Male Characters,Marvel
Colin Thirty-Three (Earth-616),Bad Characters,Black Eyes,White Hair,Male Characters,Marvel
Cowboy (Legion Personality) (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Death (11th Century) (Earth-616),Bad Characters,,,Male Characters,Marvel
Famine (11th Century) (Earth-616),Bad Characters,Yellow Eyes,Black Hair,Female Characters,Marvel
Findle the Finder (Legion Personality) (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Folkbern Logan (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Franklin Pierce (Earth-616),,,,Male Characters,Marvel
Green Skull (Earth-616),Bad Characters,,,Male Characters,Marvel
James K. Polk (Earth-616),,,,Male Characters,Marvel
John Tyler (Earth-616),,,,Male Characters,Marvel
Joseph Rogers (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Juan Carlos Valencia (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Juliana Valencia (Earth-616),Neutral Characters,Hazel Eyes,Brown Hair,Female Characters,Marvel
K-Zek the Conduit (Legion Personality) (Earth-616),Neutral Characters,,No Hair,,Marvel
Kirbax the Kraklar (Legion Personality) (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Ksenia Nadejda Panov (Legion Personality) (Earth-616),Neutral Characters,Brown Eyes,White Hair,Female Characters,Marvel
Kyzerra Os (Earth-616),Neutral Characters,Yellow Eyes,Bald,Female Characters,Marvel
Linda (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Man-Thing (Savage Land) (Earth-616),Neutral Characters,Red Eyes,No Hair,,Marvel
Martin Van Buren (Earth-616),,,,Male Characters,Marvel
Max Kelvin (Legion Personality) (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Megatu (Earth-616),Neutral Characters,,,Male Characters,Marvel
Metallax the Untamer (Legion Personality) (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Millard Fillmore (Earth-616),,,,Male Characters,Marvel
Mister Moctezuma (Earth-616),Bad Characters,Hazel Eyes,White Hair,Male Characters,Marvel
Mr. Kane (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Natalie Turner (Earth-616),Good Characters,Black Eyes,Brown Hair,Female Characters,Marvel
Non-Newtonian Annie (Legion Personality) (Earth-616),Neutral Characters,Green Eyes,Red Hair,Female Characters,Marvel
Pestilence (11th Century) (Earth-616),Bad Characters,Red Eyes,Bald,Male Characters,Marvel
Peter Brown (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Pukatus Jr. (Legion Personality) (Earth-616),Neutral Characters,,,Male Characters,Marvel
Robert Michaud (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Sacino (Earth-616),Neutral Characters,Red Eyes,Red Hair,Female Characters,Marvel
Skinsmith (Legion Personality) (Earth-616),Neutral Characters,,Bald,,Marvel
Thing Under the Sand (Earth-616),,,,,Marvel
War (11th Century) (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
William Henry Harrison (Earth-616),,,,Male Characters,Marvel
Wormwhole Wodo (Legion Personality) (Earth-616),Neutral Characters,,No Hair,,Marvel
Zachary Taylor (Earth-616),,,,Male Characters,Marvel
Zubar (Legion Personality) (Earth-616),Neutral Characters,Green Eyes,Bald,Male Characters,Marvel
Aardvark (Earth-616),,,Brown Hair,Male Characters,Marvel
Arcturus (Angel) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Askella (Earth-616),,,White Hair,Female Characters,Marvel
Axe (Valkyries) (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Azoth (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Baryn (Earth-616),,Green Eyes,No Hair,Male Characters,Marvel
Billy Vanderlyn (Earth-616),Bad Characters,,,Male Characters,Marvel
Black Metal (Earth-616),Bad Characters,,,,Marvel
Brio (Earth-616),,,,,Marvel
C.J. Vogel (Earth-616),,,,Male Characters,Marvel
Cain (Earth-616),,,,,Marvel
Capricorn (Android II) (Earth-616),,,,,Marvel
Carlos McNally (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Chakel (Earth-616),Good Characters,,Black Hair,,Marvel
Claude LeBron (Earth-616),Good Characters,,,Male Characters,Marvel
Cliff Morgan (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Colin Smith (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Confucius (Robot) (Earth-616),,,White Hair,Male Characters,Marvel
Crag (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Daboia (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Dagora (Earth-616),Bad Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Daniel Wiley (Earth-616),Good Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Deathwalker Prime (Earth-616),Bad Characters,Orange Eyes,No Hair,Agender Characters,Marvel
Delusionaut (Legion Personality) (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Doctor Goodwrench (Earth-616),Neutral Characters,,,Male Characters,Marvel
Doctor Weird (Earth-616),Bad Characters,,,Male Characters,Marvel
Dog (China Force) (Earth-616),,,Black Hair,Male Characters,Marvel
Ed (Morlock) (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Edward Magee (Earth-616),Bad Characters,,,Male Characters,Marvel
Ephesus (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Erista (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Fade (Earth-616),,Red Eyes,White Hair,Male Characters,Marvel
Falke (Earth-616),Good Characters,,Black Hair,,Marvel
Felicia Beyer (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Frank Brukner (Earth-616),Good Characters,,,Male Characters,Marvel
Frederick Pemberton (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
Gahck (Earth-616),Good Characters,Green Eyes,Black Hair,Female Characters,Marvel
Genoshan Foreign Minister (Earth-616),,,,,Marvel
Giant of the Badlands (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Gliitch (Earth-616),Bad Characters,,No Hair,,Marvel
Goldigger (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Gonar (Earth-616),Good Characters,,,Male Characters,Marvel
Gouger (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Gregori Anatolovich (Earth-616),,,,Male Characters,Marvel
Greyval Grimson (Earth-616),,,Brown Hair,Male Characters,Marvel
Grim Magnus (Earth-616),,,,Male Characters,Marvel
Grove (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Guardian (Robot) (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Gudrun the Golden (Earth-616),Bad Characters,,Blond Hair,Male Characters,Marvel
Harry Moron (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Highlander (Earth-616),Good Characters,,,Male Characters,Marvel
Horse (China Force) (Earth-616),,,Black Hair,Male Characters,Marvel
Horskuld (Earth-616),,,Blond Hair,Male Characters,Marvel
Horst Eisele (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Howard Thurston (Earth-616),,,Brown Hair,Male Characters,Marvel
Hyppolyta (Earth-616),,,,,Marvel
Irene Martinez (Earth-616),Good Characters,,,Female Characters,Marvel
Ishiro Tsuburaya (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Issa Koblev (Earth-616),Bad Characters,White Eyes,White Hair,Male Characters,Marvel
Izanagi (The Hand) (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Jack Wiley (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Javier La Brava (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Jim Peterson (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Joe Bugs (Earth-616),Neutral Characters,Red Eyes,No Hair,Male Characters,Marvel
Johnny Punk (Earth-616),Bad Characters,,Green Hair,Male Characters,Marvel
Julio Mendoza (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
June Jitsui (Earth-616),Bad Characters,,Black Hair,Female Characters,Marvel
Kaffkal (Earth-616),Good Characters,,Black Hair,,Marvel
Khalf (Earth-616),Bad Characters,,,Male Characters,Marvel
Kiri Shamara (Earth-616),Good Characters,,,Male Characters,Marvel
Knot (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Kottus (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Kra (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Lord Pollus (Earth-616),,,Grey Hair,Male Characters,Marvel
Louis Farrakhan (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Lusa Gregor (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Magna Mind (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Mairi (Earth-616),Good Characters,,Grey Hair,Female Characters,Marvel
Malcolm Little (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Mantor the Magician (Earth-616),Good Characters,,,Male Characters,Marvel
Marisol Guerra (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Mary Jo Besselo (Earth-616),Good Characters,,,Female Characters,Marvel
McBrain (Earth-616),Bad Characters,,Bald,Male Characters,Marvel
Metis (Earth-616),,,Blond Hair,Female Characters,Marvel
Micro (Alien) (Earth-616),,,,Female Characters,Marvel
Millennius (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Mort Graves (Earth-616),Good Characters,Green Eyes,,Male Characters,Marvel
Mother Bones (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Mrrungo-Mu (Earth-616),Bad Characters,,,Male Characters,Marvel
Neolithic (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Officer Holloran (Earth-616),,,Brown Hair,Male Characters,Marvel
Pete Gehringer (Earth-616),Neutral Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Peter Prescott (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Phadros (Earth-616),Good Characters,,,Male Characters,Marvel
Phoenix Messiah (Demon) (Earth-616),Good Characters,,,Female Characters,Marvel
Primate (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Professor Sneer (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Psyk-Out (Earth-616),Bad Characters,,,,Marvel
Quota (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Randall Andros (Earth-616),,,,Male Characters,Marvel
Ricochet Monster (Earth-616),Bad Characters,Blue Eyes,No Hair,Male Characters,Marvel
Roger Fieldston (Earth-616),,,Blond Hair,Male Characters,Marvel
Rose (assassin) (Earth-616),Bad Characters,Purple Eyes,Black Hair,Female Characters,Marvel
Sabnak (Earth-88194),Bad Characters,,Black Hair,Male Characters,Marvel
Saddam Hussein (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Sanford Williams (Earth-616),,,,Male Characters,Marvel
Scarlet (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Smyt (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Soteira (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
Sterilon (Earth-616),Good Characters,Green Eyes,No Hair,Male Characters,Marvel
Steve Wildfire (Earth-616),,,,Male Characters,Marvel
Streetman (Earth-616),,,Black Hair,Male Characters,Marvel
Supernalia (Earth-616),Bad Characters,,No Hair,Female Characters,Marvel
Sygnet (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Tako Shamara (Ancestor) (Earth-616),,,,Male Characters,Marvel
Tako Shamara II (Earth-616),,,,Male Characters,Marvel
Teng Yun-Suan (Earth-616),Bad Characters,,White Hair,Male Characters,Marvel
Thera (Earth-616),Good Characters,,Grey Hair,Female Characters,Marvel
Thomas Dozier (Earth-616),,,Black Hair,Male Characters,Marvel
Thumbnail (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Marvel
Tnneya (Earth-616),Bad Characters,,,Female Characters,Marvel
Todyquiel (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Vapora (Earth-616),Bad Characters,,White Hair,Female Characters,Marvel
Wheels (Wolinski) (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
William Shakespeare (Robot) (Earth-616),,,Black Hair,Male Characters,Marvel
Woodrow McCord (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Yoshi Nagai (Earth-616),Bad Characters,,,Male Characters,Marvel
Zola Hulk (Earth-616),Bad Characters,Red Eyes,Bald,Male Characters,Marvel
Zola Iron Man (Earth-616),Bad Characters,Black Eyes,No Hair,Male Characters,Marvel
Zola Thor (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Agent Hayes (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Ajna (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Alice Taylor (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Angela Pym (Earth-616),Good Characters,,White Hair,Female Characters,Marvel
Anton Trask (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Avner (Earth-616),Neutral Characters,,,Male Characters,Marvel
Blockers Bots (Hazards) (Earth-616),Bad Characters,Green Eyes,No Hair,Agender Characters,Marvel
Brad Pym (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Capitaine Fantome (Earth-616),Good Characters,,Purple Hair,Female Characters,Marvel
Chancellor Cassandra (Earth-616),Bad Characters,Green Eyes,White Hair,Female Characters,Marvel
Chynae (Earth-616),Neutral Characters,Yellow Eyes,Red Hair,Female Characters,Marvel
Cliff Vanloch (Earth-616),Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Colton Hendry (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Crime Master (Hobgoblin) (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Crimson (Hunt) (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Dahl (Earth-616),Bad Characters,White Eyes,Bald,Male Characters,Marvel
Derenik Zadian (Earth-616),Bad Characters,Hazel Eyes,Blond Hair,Male Characters,Marvel
Doctor Kettlewell (Earth-616),Good Characters,Blue Eyes,Bald,Male Characters,Marvel
Doris (Inhuman) (Earth-616),Neutral Characters,Black Eyes,No Hair,Female Characters,Marvel
Doris Pym (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Doug (A.I.M.) (Earth-616),Bad Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Dr. Jenner (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Drive (Earth-616),Good Characters,,,Male Characters,Marvel
Dylan Mason (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Dynamo (Habit Heroes) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Eli Hatcher (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Elizabeth Alain (Earth-616),Neutral Characters,Black Eyes,Brown Hair,Female Characters,Marvel
Fiber (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Fiqh (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Firebrand VI (Earth-616),Bad Characters,,,Male Characters,Marvel
ForgetMeNot (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Fuel (Habit Heroes) (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Geldhoff (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Grace Valentine (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Gregory Sale (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Heather Bishop (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Henry Hayes (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Herr Hitzig (Earth-616),Bad Characters,Black Eyes,,Male Characters,Marvel
Hydro-Man (Hobgoblin) (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Hypnobloke (Legion Personality) (Earth-616),Neutral Characters,,,,Marvel
Infernok (Earth-616),Bad Characters,,,,Marvel
Iron Scorpion (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Jaime Maldonado (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Jim (A.I.M.) (Earth-616),Bad Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Jin (Habit Heroes) (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Jourr (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Kirren (Earth-616),Good Characters,Multiple Eyes,No Hair,Male Characters,Marvel
Koenig (Earth-616),Good Characters,,,Male Characters,Marvel
Kristian (Inhuman) (Earth-616),Neutral Characters,Green Eyes,Blond Hair,Male Characters,Marvel
Le Coq Bleu (Earth-616),Good Characters,,Purple Hair,Male Characters,Marvel
Leo Maldonado (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Levi Weinlaub (Earth-616),Neutral Characters,,Black Hair,Male Characters,Marvel
Lightning Conductor (Earth-616),Bad Characters,Blue Eyes,White Hair,Male Characters,Marvel
